,wl,nr,Kab,Kca,Ks,Kw,Kdm,phiI,phiII,KcaV,KcaZ,Kant,KcaV2,phi,nw,cbc,prot,GSV_dim0,GSV_dim1,GSV_dim2
1033,1433,1.3825,0.0,0.0,0.0,29.7,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.67659,7.6536e-05,-0.170818,0.96273,-0.00821
1034,1434,1.3824,0.0,0.0,0.0,29.8,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.7373199999999995,0.000168735,-0.17343399999999998,0.9630799999999999,-0.013940000000000001
1035,1435,1.3822,0.0,0.0,0.0,29.9,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.79577,0.000242311,-0.17604999999999998,0.96343,-0.01967
1036,1436,1.3821,0.0,0.0,0.0,30.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85297,0.000303526,-0.178666,0.96378,-0.0254
1037,1437,1.382,0.0,0.0,0.0,30.1,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.90851,0.000358637,-0.181282,0.9641299999999999,-0.031129999999999998
1038,1438,1.3818,0.0,0.0,0.0,30.2,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.96114,0.000413905,-0.18389799999999998,0.96448,-0.036860000000000004
1039,1439,1.3817,0.0,0.0,0.0,30.3,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.009580000000001,0.000475589,-0.186514,0.9648300000000001,-0.04259
1040,1440,1.3816,0.0,0.0,0.0,30.4,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.0549800000000005,0.000549947,-0.18913,0.96518,-0.04832
1041,1441,1.3815,0.0,0.0,0.0,30.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.0971400000000004,0.00064324,-0.190611,0.965406,-0.05085200000000001
1042,1442,1.3813,0.0,0.0,0.0,30.5,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.13417,0.000761726,-0.19209199999999998,0.965632,-0.053384
1043,1443,1.3812,0.0,0.0,0.0,30.5,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.1685,0.000911665,-0.193573,0.9658579999999999,-0.055915999999999993
1044,1444,1.3811,0.0,0.0,0.0,30.5,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.19815,0.00109932,-0.195054,0.9660839999999999,-0.058448
1045,1445,1.3809,0.0,0.0,0.0,30.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.222659999999999,0.00133094,-0.19653500000000002,0.96631,-0.06098
1046,1446,1.3808,0.0,0.0,0.0,30.6,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.2426900000000005,0.0015855,-0.198016,0.9665360000000001,-0.063512
1047,1447,1.3807,0.0,0.0,0.0,30.6,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.26166,0.00187565,-0.199497,0.9667619999999999,-0.06604399999999999
1048,1448,1.3805,0.0,0.0,0.0,30.6,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.27819,0.00220629,-0.20097800000000002,0.966988,-0.068576
1049,1449,1.3804,0.0,0.0,0.0,30.6,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.29608,0.0025831,-0.202459,0.967214,-0.071108
1050,1450,1.3803,0.0,0.0,0.0,30.5,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.31569,0.00301269,-0.20394,0.96744,-0.07364
1051,1451,1.3801,0.0,0.0,0.0,30.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.33534,0.00350269,-0.20500600000000002,0.967611,-0.075372
1052,1452,1.38,0.0,0.0,0.0,30.5,5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.35304,0.00406198,-0.20607200000000003,0.9677819999999999,-0.077104
1053,1453,1.3798,0.0,0.0,0.0,30.5,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.36763,0.00470084,-0.207138,0.9679529999999998,-0.07883599999999999
1054,1454,1.3797,0.0,0.0,0.0,30.4,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.38151,0.0054312,-0.208204,0.968124,-0.080568
1055,1455,1.3795,0.0,0.0,0.0,30.4,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.39723,0.00626689,-0.20927,0.9682949999999999,-0.0823
1056,1456,1.3794,0.0,0.0,0.0,30.3,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.41164,0.00726769,-0.21033600000000002,0.9684659999999999,-0.084032
1057,1457,1.3793,0.0,0.0,0.0,30.2,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.4234,0.00842831,-0.211402,0.968637,-0.08576399999999999
1058,1458,1.3791,0.0,0.0,0.0,30.1,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.4326,0.00977428,-0.21246800000000002,0.9688079999999999,-0.08749599999999999
1059,1459,1.379,0.0,0.0,0.0,30.1,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.44065,0.0113352,-0.213534,0.9689789999999999,-0.089228
1060,1460,1.3788,0.0,0.0,0.0,30.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.44665,0.013145400000000002,-0.2146,0.96915,-0.09096
1061,1461,1.3787,0.0,0.0,0.0,29.8,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.4543800000000005,0.0152447,-0.21575,0.9693419999999999,-0.092805
1062,1462,1.3785,0.0,0.0,0.0,29.7,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.46169,0.0176792,-0.21690000000000004,0.969534,-0.09465
1063,1463,1.3784,0.0,0.0,0.0,29.6,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.4688099999999995,0.0205025,-0.21805,0.9697259999999999,-0.096495
1064,1464,1.3782,0.0,0.0,0.0,29.4,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.47553,0.0237766,-0.2192,0.969918,-0.09834
1065,1465,1.3781,0.0,0.0,0.0,29.2,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.4812,0.027573700000000003,-0.22035,0.97011,-0.100185
1066,1466,1.3779,0.0,0.0,0.0,29.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.485469999999999,0.031977099999999994,-0.22150000000000003,0.970302,-0.10203
1067,1467,1.3778,0.0,0.0,0.0,28.7,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.48926,0.0370837,-0.22265000000000001,0.970494,-0.103875
1068,1468,1.3776,0.0,0.0,0.0,28.5,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.49495,0.0430059,-0.2238,0.9706859999999999,-0.10572
1069,1469,1.3775,0.0,0.0,0.0,28.3,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.50368,0.0498737,-0.22495,0.970878,-0.107565
1070,1470,1.3773,0.0,0.0,0.0,28.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.5115099999999995,0.0570809,-0.2261,0.97107,-0.10941
1071,1471,1.3772,0.0,0.0,0.0,27.8,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.5185,0.0661413,-0.227626,0.9713040000000001,-0.11187
1072,1472,1.377,0.0,0.0,0.0,27.5,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.52761,0.0739295,-0.22915200000000002,0.971538,-0.11432999999999999
1073,1473,1.3769,0.0,0.0,0.0,27.2,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.53809,0.0841698,-0.230678,0.9717719999999999,-0.11678999999999998
1074,1474,1.3767,0.0,0.0,0.0,27.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.54676,0.0938582,-0.23220400000000002,0.972006,-0.11925
1075,1475,1.3766,0.0,0.0,0.0,26.6,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.556080000000001,0.110766,-0.23373,0.97224,-0.12170999999999998
1076,1476,1.3764,0.0,0.0,0.0,26.4,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.563910000000001,0.13081099999999998,-0.23525600000000002,0.972474,-0.12416999999999999
1077,1477,1.3763,0.0,0.0,0.0,26.1,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.57223,0.159166,-0.236782,0.972708,-0.12663
1078,1478,1.3761,0.0,0.0,0.0,25.8,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.57985,0.195848,-0.238308,0.972942,-0.12908999999999998
1079,1479,1.376,0.0,0.0,0.0,25.6,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.58591,0.24336100000000002,-0.239834,0.9731759999999999,-0.13155
1080,1480,1.3758,0.0,0.0,0.0,25.2,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.59205,0.298639,-0.24136,0.97341,-0.13401
1081,1481,1.3756,0.0,0.0,0.0,25.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.59882,0.36429,-0.242778,0.973635,-0.135995
1082,1482,1.3755,0.0,0.0,0.0,24.7,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.60642,0.43986000000000003,-0.24419600000000002,0.9738600000000001,-0.13798
1083,1483,1.3753,0.0,0.0,0.0,24.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.61153,0.527273,-0.245614,0.9740849999999999,-0.13996499999999998
1084,1484,1.3752,0.0,0.0,0.0,24.1,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.614610000000001,0.627666,-0.247032,0.97431,-0.14195
1085,1485,1.375,0.0,0.0,0.0,23.9,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.6151800000000005,0.736383,-0.24845,0.9745349999999999,-0.14393499999999998
1086,1486,1.3749,0.0,0.0,0.0,23.6,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.61221,0.8584370000000001,-0.24986799999999998,0.97476,-0.14592
1087,1487,1.3747,0.0,0.0,0.0,23.3,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.6068,0.9860329999999999,-0.251286,0.974985,-0.147905
1088,1488,1.3745,0.0,0.0,0.0,23.1,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.59753,1.12027,-0.252704,0.9752099999999999,-0.14989
1089,1489,1.3744,0.0,0.0,0.0,22.7,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.5891399999999996,1.25898,-0.254122,0.975435,-0.151875
1090,1490,1.3742,0.0,0.0,0.0,22.5,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.5778,1.40247,-0.25554,0.97566,-0.15386
1091,1491,1.3741,0.0,0.0,0.0,22.2,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.56613,1.5535299999999999,-0.256759,0.975875,-0.15555400000000003
1092,1492,1.3739,0.0,0.0,0.0,21.9,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.5506,1.7046700000000001,-0.25797800000000004,0.97609,-0.157248
1093,1493,1.3737,0.0,0.0,0.0,21.6,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.53504,1.8611900000000001,-0.259197,0.976305,-0.158942
1094,1494,1.3736,0.0,0.0,0.0,21.4,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.51893,2.0147,-0.260416,0.9765199999999999,-0.160636
1095,1495,1.3734,0.0,0.0,0.0,21.1,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.50652,2.16475,-0.261635,0.9767349999999999,-0.16233
1096,1496,1.3733,0.0,0.0,0.0,20.8,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.49531,2.31366,-0.26285400000000003,0.97695,-0.164024
1097,1497,1.3731,0.0,0.0,0.0,20.5,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.48298,2.45644,-0.264073,0.977165,-0.165718
1098,1498,1.3729,0.0,0.0,0.0,20.3,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.46966,2.5979099999999997,-0.26529200000000003,0.97738,-0.167412
1099,1499,1.3728,0.0,0.0,0.0,20.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.4526699999999995,2.73075,-0.26651100000000005,0.9775949999999999,-0.16910600000000003
1100,1500,1.3726,0.0,0.0,0.0,19.7,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.4351,2.8537,-0.26773,0.97781,-0.1708
1101,1501,1.3724,0.0,0.0,0.0,19.5,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.41625,2.97115,-0.26894900000000005,0.978012,-0.17245300000000002
1102,1502,1.3723,0.0,0.0,0.0,19.2,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.39692,3.07666,-0.2701680000000001,0.978214,-0.174106
1103,1503,1.3721,0.0,0.0,0.0,19.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.3798699999999995,3.17623,-0.271387,0.978416,-0.175759
1104,1504,1.3719,0.0,0.0,0.0,18.7,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.35797,3.27219,-0.272606,0.978618,-0.17741200000000001
1105,1505,1.3718,0.0,0.0,0.0,18.5,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.33706,3.3658900000000003,-0.273825,0.97882,-0.179065
1106,1506,1.3716,0.0,0.0,0.0,18.3,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.31399,3.44956,-0.275044,0.979022,-0.180718
1107,1507,1.3715,0.0,0.0,0.0,18.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.29244,3.5362199999999997,-0.276263,0.979224,-0.182371
1108,1508,1.3713,0.0,0.0,0.0,17.8,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.27194,3.61635,-0.277482,0.9794259999999999,-0.184024
1109,1509,1.3711,0.0,0.0,0.0,17.6,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.25591,3.69087,-0.278701,0.979628,-0.18567699999999998
1110,1510,1.371,0.0,0.0,0.0,17.3,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.24161,3.76431,-0.27992,0.97983,-0.18733
1111,1511,1.3708,0.0,0.0,0.0,17.1,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.2273,3.8359199999999998,-0.28098,0.98001,-0.188495
1112,1512,1.3706,0.0,0.0,0.0,16.9,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.2089,3.90538,-0.28204,0.98019,-0.18966
1113,1513,1.3705,0.0,0.0,0.0,16.7,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.18995,3.9769099999999997,-0.28309999999999996,0.98037,-0.190825
1114,1514,1.3703,0.0,0.0,0.0,16.5,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.17389,4.045780000000001,-0.28415999999999997,0.9805499999999999,-0.19199
1115,1515,1.3702,0.0,0.0,0.0,16.2,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.1546400000000006,4.10979,-0.28522000000000003,0.98073,-0.193155
1116,1516,1.37,0.0,0.0,0.0,16.1,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.1375,4.16951,-0.28628,0.98091,-0.19432
1117,1517,1.3698,0.0,0.0,0.0,15.8,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.12138,4.22455,-0.28734,0.98109,-0.195485
1118,1518,1.3697,0.0,0.0,0.0,15.6,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.10124,4.275519999999999,-0.2884,0.98127,-0.19665
1119,1519,1.3695,0.0,0.0,0.0,15.5,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.08179,4.322780000000001,-0.28946000000000005,0.9814499999999999,-0.197815
1120,1520,1.3694,0.0,0.0,0.0,15.3,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.06044,4.3680900000000005,-0.29052,0.98163,-0.19898
1121,1521,1.3692,0.0,0.0,0.0,15.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.04033,4.41533,-0.29149600000000003,0.981791,-0.19994699999999999
1122,1522,1.369,0.0,0.0,0.0,14.9,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.01995,4.45536,-0.292472,0.981952,-0.20091399999999998
1123,1523,1.3689,0.0,0.0,0.0,14.7,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,6.0012300000000005,4.49681,-0.293448,0.982113,-0.20188099999999998
1124,1524,1.3687,0.0,0.0,0.0,14.5,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.98525,4.5288699999999995,-0.294424,0.9822740000000001,-0.202848
1125,1525,1.3686,0.0,0.0,0.0,14.3,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.96882,4.56307,-0.2954,0.982435,-0.203815
1126,1526,1.3684,0.0,0.0,0.0,14.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.95242,4.60046,-0.296376,0.982596,-0.204782
1127,1527,1.3682,0.0,0.0,0.0,14.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.94074,4.63234,-0.297352,0.9827570000000001,-0.205749
1128,1528,1.3681,0.0,0.0,0.0,13.8,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.93112,4.6639,-0.298328,0.982918,-0.206716
1129,1529,1.3679,0.0,0.0,0.0,13.6,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.9227099999999995,4.68733,-0.299304,0.983079,-0.207683
1130,1530,1.3678,0.0,0.0,0.0,13.5,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.91541,4.71378,-0.30028,0.98324,-0.20865
1131,1531,1.3676,0.0,0.0,0.0,13.3,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.90609,4.74251,-0.301111,0.9833810000000001,-0.20935800000000002
1132,1532,1.3674,0.0,0.0,0.0,13.2,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8975,4.76514,-0.301942,0.9835220000000001,-0.21006600000000003
1133,1533,1.3673,0.0,0.0,0.0,13.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.89005,4.78913,-0.30277299999999996,0.983663,-0.210774
1134,1534,1.3671,0.0,0.0,0.0,12.8,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.88198,4.8129599999999995,-0.303604,0.9838040000000001,-0.211482
1135,1535,1.367,0.0,0.0,0.0,12.7,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8755,4.83279,-0.304435,0.9839450000000001,-0.21219
1136,1536,1.3668,0.0,0.0,0.0,12.5,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8693599999999995,4.85234,-0.305266,0.984086,-0.212898
1137,1537,1.3666,0.0,0.0,0.0,12.4,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.86635,4.87496,-0.306097,0.984227,-0.21360600000000002
1138,1538,1.3665,0.0,0.0,0.0,12.2,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.86299,4.88783,-0.306928,0.984368,-0.214314
1139,1539,1.3663,0.0,0.0,0.0,12.1,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85773,4.90037,-0.307759,0.984509,-0.215022
1140,1540,1.3661,0.0,0.0,0.0,11.9,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85597,4.91212,-0.30859,0.98465,-0.21573
1141,1541,1.366,0.0,0.0,0.0,11.8,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8565,4.91708,-0.30925800000000003,0.984781,-0.216324
1142,1542,1.3658,0.0,0.0,0.0,11.7,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.855569999999999,4.92002,-0.309926,0.9849120000000001,-0.21691800000000003
1143,1543,1.3656,0.0,0.0,0.0,11.5,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85602,4.92459,-0.310594,0.9850429999999999,-0.217512
1144,1544,1.3655,0.0,0.0,0.0,11.4,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8541099999999995,4.92315,-0.311262,0.985174,-0.21810600000000002
1145,1545,1.3653,0.0,0.0,0.0,11.3,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.850569999999999,4.91714,-0.31193,0.985305,-0.2187
1146,1546,1.3651,0.0,0.0,0.0,11.1,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8509199999999995,4.904780000000001,-0.312598,0.985436,-0.21929400000000002
1147,1547,1.365,0.0,0.0,0.0,11.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85038,4.89058,-0.313266,0.985567,-0.21988800000000003
1148,1548,1.3648,0.0,0.0,0.0,10.9,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85096,4.86824,-0.313934,0.985698,-0.220482
1149,1549,1.3646,0.0,0.0,0.0,10.8,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85429,4.84552,-0.314602,0.985829,-0.221076
1150,1550,1.3645,0.0,0.0,0.0,10.6,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85607,4.8183300000000004,-0.31527,0.98596,-0.22167
1151,1551,1.3643,0.0,0.0,0.0,10.5,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85438,4.79305,-0.315969,0.9860829999999999,-0.22237600000000002
1152,1552,1.3641,0.0,0.0,0.0,10.4,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8509199999999995,4.76213,-0.316668,0.986206,-0.22308200000000003
1153,1553,1.364,0.0,0.0,0.0,10.3,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.84681,4.7336,-0.31736699999999995,0.9863289999999999,-0.223788
1154,1554,1.3638,0.0,0.0,0.0,10.2,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.84508,4.70373,-0.31806599999999996,0.986452,-0.22449400000000003
1155,1555,1.3636,0.0,0.0,0.0,10.1,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.84433,4.67765,-0.31876499999999997,0.986575,-0.2252
1156,1556,1.3635,0.0,0.0,0.0,10.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8445599999999995,4.6515,-0.31946399999999997,0.9866980000000001,-0.225906
1157,1557,1.3633,0.0,0.0,0.0,9.91,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.84626,4.6245199999999995,-0.320163,0.9868210000000001,-0.22661199999999998
1158,1558,1.3631,0.0,0.0,0.0,9.84,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8493900000000005,4.6020199999999996,-0.320862,0.9869439999999999,-0.227318
1159,1559,1.363,0.0,0.0,0.0,9.75,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.85456,4.58405,-0.321561,0.987067,-0.22802399999999998
1160,1560,1.3628,0.0,0.0,0.0,9.66,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.86442,4.57691,-0.32226,0.98719,-0.22873
1161,1561,1.3627,0.0,0.0,0.0,9.56,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8735599999999994,4.56958,-0.322903,0.98731,-0.229312
1162,1562,1.3625,0.0,0.0,0.0,9.48,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.88395,4.565919999999999,-0.323546,0.98743,-0.22989400000000002
1163,1563,1.3623,0.0,0.0,0.0,9.38,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.89317,4.56953,-0.32418899999999995,0.9875499999999999,-0.23047599999999996
1164,1564,1.3622,0.0,0.0,0.0,9.31,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.89816,4.57541,-0.324832,0.98767,-0.231058
1165,1565,1.362,0.0,0.0,0.0,9.2,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.89961,4.587619999999999,-0.32547499999999996,0.98779,-0.23164
1166,1566,1.3618,0.0,0.0,0.0,9.13,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.90077,4.6012900000000005,-0.32611799999999996,0.98791,-0.23222199999999998
1167,1567,1.3617,0.0,0.0,0.0,9.05,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.89895,4.61439,-0.32676099999999997,0.98803,-0.232804
1168,1568,1.3615,0.0,0.0,0.0,8.98,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.894369999999999,4.62615,-0.32740400000000003,0.9881500000000001,-0.233386
1169,1569,1.3613,0.0,0.0,0.0,8.9,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.89102,4.64438,-0.328047,0.98827,-0.233968
1170,1570,1.3612,0.0,0.0,0.0,8.82,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8847,4.66365,-0.32869,0.98839,-0.23455
1171,1571,1.361,0.0,0.0,0.0,8.74,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.87875,4.68594,-0.329273,0.988505,-0.234914
1172,1572,1.3608,0.0,0.0,0.0,8.67,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.87427,4.71216,-0.32985600000000004,0.98862,-0.23527800000000004
1173,1573,1.3607,0.0,0.0,0.0,8.59,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.87144,4.74336,-0.330439,0.9887349999999999,-0.23564200000000002
1174,1574,1.3605,0.0,0.0,0.0,8.51,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8712599999999995,4.77011,-0.331022,0.98885,-0.236006
1175,1575,1.3603,0.0,0.0,0.0,8.45,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.8693,4.79628,-0.331605,0.988965,-0.23637000000000002
1176,1576,1.3602,0.0,0.0,0.0,8.36,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.86845,4.81858,-0.332188,0.98908,-0.23673400000000003
1177,1577,1.36,0.0,0.0,0.0,8.3,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,5.86574,4.83927,-0.332771,0.9891949999999999,-0.237098
