,wl,nr,Kab,Kca,Ks,Kw,Kdm,phiI,phiII,KcaV,KcaZ,Kant,KcaV2,phi,nw,cbc,prot,GSV_dim0,GSV_dim1,GSV_dim2
436,836,1.4348,0.0,0.0,0.0272,0.0379,2.3,0.000493,0.0,0.0,0.0,0.0,0.0,0.00012040282457470535,1.33,2.68222,0.0,0.348108,0.8552040000000001,-0.49287000000000003
437,837,1.4348,0.0,0.0,0.0269,0.0383,2.3,0.000464,0.0,0.0,0.0,0.0,0.0,0.00010820825508056502,1.33,2.68222,0.0,0.347326,0.855563,-0.48966000000000004
438,838,1.4348,0.0,0.0,0.0266,0.0385,2.3,0.000436,0.0,0.0,0.0,0.0,0.0,9.65281566747839e-05,1.33,2.68222,0.0,0.34654399999999996,0.855922,-0.48645
439,839,1.4348,0.0,0.0,0.0262,0.0391,2.3,0.000409,0.0,0.0,0.0,0.0,0.0,8.537215649830305e-05,1.33,2.68222,0.0,0.345762,0.856281,-0.48324
440,840,1.4348,0.0,0.0,0.0259,0.0395,2.3,0.000383,0.0,0.0,0.0,0.0,0.0,7.474988169206379e-05,1.33,2.68222,0.0,0.34498,0.85664,-0.48003
441,841,1.4348,0.0,0.0,0.0256,0.0397,2.3,0.000357,0.0,0.0,0.0,0.0,0.0,6.467095939700696e-05,1.33,2.68222,0.0,0.34414900000000004,0.856951,-0.476966
442,842,1.4348,0.0,0.0,0.0253,0.04,2.3,0.000333,0.0,0.0,0.0,0.0,0.0,5.514501675407403e-05,1.33,2.68222,0.0,0.343318,0.8572620000000001,-0.47390200000000005
443,843,1.4348,0.0,0.0,0.025,0.0404,2.3,0.000309,0.0,0.0,0.0,0.0,0.0,4.618168090420584e-05,1.33,2.68222,0.0,0.342487,0.8575729999999999,-0.470838
444,844,1.4348,0.0,0.0,0.0247,0.0406,2.3,0.000286,0.0,0.0,0.0,0.0,0.0,3.77905789883437e-05,1.33,2.68222,0.0,0.341656,0.8578840000000001,-0.467774
445,845,1.4348,0.0,0.0,0.0244,0.0408,2.3,0.000265,0.0,0.0,0.0,0.0,0.0,2.9981338147428637e-05,1.33,2.68222,0.0,0.34082500000000004,0.858195,-0.46471
446,846,1.4347,0.0,0.0,0.0241,0.0412,2.3,0.000244,0.0,0.0,0.0,0.0,0.0,2.276358552240186e-05,1.33,2.68222,0.0,0.339994,0.858506,-0.461646
447,847,1.4347,0.0,0.0,0.0238,0.0413,2.3,0.000223,0.0,0.0,0.0,0.0,0.0,1.6146948254204458e-05,1.33,2.68222,0.0,0.339163,0.8588169999999999,-0.45858200000000005
448,848,1.4347,0.0,0.0,0.0235,0.0415,2.3,0.000204,0.0,0.0,0.0,0.0,0.0,1.014105348377759e-05,1.33,2.68222,0.0,0.338332,0.859128,-0.45551800000000003
449,849,1.4347,0.0,0.0,0.0232,0.042,2.3,0.000186,0.0,0.0,0.0,0.0,0.0,4.755528352062409e-06,1.33,2.68222,0.0,0.337501,0.859439,-0.452454
450,850,1.4347,0.0,0.0,0.0229,0.042,2.3,0.000168,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.33667,0.85975,-0.44939
451,851,1.4347,0.0,0.0,0.0226,0.0422,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.335745,0.860017,-0.446571
452,852,1.4347,0.0,0.0,0.0224,0.0425,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.33482,0.860284,-0.44375200000000004
453,853,1.4347,0.0,0.0,0.0221,0.0427,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.333895,0.8605509999999998,-0.440933
454,854,1.4347,0.0,0.0,0.0219,0.0428,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.33297,0.8608180000000001,-0.438114
455,855,1.4347,0.0,0.0,0.0216,0.0431,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.33204500000000003,0.861085,-0.435295
456,856,1.4347,0.0,0.0,0.0213,0.0436,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.33111999999999997,0.8613519999999999,-0.432476
457,857,1.4346,0.0,0.0,0.0211,0.0437,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.330195,0.8616189999999999,-0.429657
458,858,1.4346,0.0,0.0,0.0208,0.0438,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.32927,0.8618859999999999,-0.42683800000000005
459,859,1.4346,0.0,0.0,0.0206,0.0443,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.328345,0.8621530000000001,-0.42401900000000003
460,860,1.4346,0.0,0.0,0.0203,0.0445,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.32742,0.86242,-0.4212
461,861,1.4346,0.0,0.0,0.0201,0.0447,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.32634,0.8626720000000001,-0.41871900000000006
462,862,1.4346,0.0,0.0,0.0198,0.0451,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.32526,0.862924,-0.41623800000000005
463,863,1.4346,0.0,0.0,0.0196,0.0453,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.32417999999999997,0.8631759999999999,-0.413757
464,864,1.4346,0.0,0.0,0.0194,0.0455,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.3231,0.863428,-0.41127600000000003
465,865,1.4345,0.0,0.0,0.0192,0.0461,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.32202,0.86368,-0.408795
466,866,1.4345,0.0,0.0,0.0189,0.0466,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.32094,0.8639319999999999,-0.406314
467,867,1.4345,0.0,0.0,0.0187,0.0469,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31986000000000003,0.864184,-0.403833
468,868,1.4345,0.0,0.0,0.0185,0.0471,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31878,0.8644360000000001,-0.40135200000000004
469,869,1.4345,0.0,0.0,0.0183,0.0471,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31770000000000004,0.864688,-0.39887100000000003
470,870,1.4345,0.0,0.0,0.018,0.0475,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31662,0.86494,-0.39639
471,871,1.4344,0.0,0.0,0.0178,0.0483,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31544000000000005,0.8651970000000001,-0.39417900000000006
472,872,1.4344,0.0,0.0,0.0176,0.0487,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31426000000000004,0.8654540000000002,-0.3919680000000001
473,873,1.4344,0.0,0.0,0.0174,0.0489,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31307999999999997,0.8657109999999999,-0.38975699999999996
474,874,1.4344,0.0,0.0,0.0172,0.0496,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.3119,0.8659680000000001,-0.387546
475,875,1.4344,0.0,0.0,0.017,0.0501,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.31072,0.866225,-0.385335
476,876,1.4343,0.0,0.0,0.0168,0.0505,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.30954,0.8664820000000001,-0.383124
477,877,1.4343,0.0,0.0,0.0166,0.0512,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.30835999999999997,0.8667389999999999,-0.38091300000000006
478,878,1.4343,0.0,0.0,0.0164,0.0515,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.30718,0.8669960000000001,-0.378702
479,879,1.4343,0.0,0.0,0.0162,0.052,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.30599999999999994,0.8672529999999999,-0.37649099999999996
480,880,1.4342,0.0,0.0,0.016,0.053,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.30482,0.86751,-0.37428
481,881,1.4342,0.0,0.0,0.0159,0.0535,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.30360299999999996,0.867776,-0.372341
482,882,1.4342,0.0,0.0,0.0157,0.0539,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.302386,0.8680420000000001,-0.370402
483,883,1.4341,0.0,0.0,0.0155,0.0547,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.30116899999999996,0.8683079999999999,-0.368463
484,884,1.4341,0.0,0.0,0.0153,0.0553,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.299952,0.8685740000000001,-0.36652399999999996
485,885,1.4341,0.0,0.0,0.0152,0.0557,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.298735,0.8688400000000001,-0.364585
486,886,1.4341,0.0,0.0,0.015,0.056,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.297518,0.8691059999999999,-0.362646
487,887,1.434,0.0,0.0,0.0148,0.0565,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.29630100000000004,0.869372,-0.360707
488,888,1.434,0.0,0.0,0.0146,0.0575,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.295084,0.869638,-0.358768
489,889,1.434,0.0,0.0,0.0145,0.0579,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.29386700000000004,0.869904,-0.35682899999999995
490,890,1.434,0.0,0.0,0.0143,0.0583,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.29265,0.87017,-0.35489
491,891,1.4339,0.0,0.0,0.0141,0.0592,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.29138100000000006,0.870449,-0.353211
492,892,1.4339,0.0,0.0,0.014,0.0598,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.29011200000000004,0.8707280000000001,-0.351532
493,893,1.4339,0.0,0.0,0.0139,0.0601,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.288843,0.8710069999999999,-0.34985299999999997
494,894,1.4338,0.0,0.0,0.0137,0.0604,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.287574,0.871286,-0.348174
495,895,1.4338,0.0,0.0,0.0136,0.0609,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.28630500000000003,0.8715649999999999,-0.346495
496,896,1.4338,0.0,0.0,0.0134,0.0619,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.285036,0.871844,-0.344816
497,897,1.4337,0.0,0.0,0.0133,0.0623,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.283767,0.872123,-0.343137
498,898,1.4337,0.0,0.0,0.0131,0.0627,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.28249799999999997,0.8724019999999999,-0.341458
499,899,1.4337,0.0,0.0,0.013,0.0636,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.281229,0.872681,-0.339779
500,900,1.4337,0.0,0.0,0.0129,0.0641,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.27996,0.87296,-0.3381
501,901,1.4336,0.0,0.0,0.0128,0.0646,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.27864700000000003,0.873248,-0.336658
502,902,1.4336,0.0,0.0,0.0127,0.0656,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.277334,0.873536,-0.335216
503,903,1.4336,0.0,0.0,0.0126,0.0664,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.27602099999999996,0.8738239999999999,-0.333774
504,904,1.4335,0.0,0.0,0.0125,0.0667,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.274708,0.8741119999999999,-0.332332
505,905,1.4335,0.0,0.0,0.0124,0.067,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.273395,0.8744,-0.33089
506,906,1.4335,0.0,0.0,0.0123,0.0677,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.272082,0.8746879999999999,-0.329448
507,907,1.4335,0.0,0.0,0.0122,0.069,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.27076900000000004,0.874976,-0.328006
508,908,1.4334,0.0,0.0,0.0121,0.0699,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.26945600000000003,0.8752639999999999,-0.32656399999999997
509,909,1.4334,0.0,0.0,0.012,0.0704,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.268143,0.8755519999999999,-0.325122
510,910,1.4334,0.0,0.0,0.0119,0.0709,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.26683,0.87584,-0.32368
511,911,1.4334,0.0,0.0,0.0118,0.0719,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.26537700000000003,0.876139,-0.322616
512,912,1.4333,0.0,0.0,0.0117,0.0736,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.26392400000000005,0.8764379999999999,-0.321552
513,913,1.4333,0.0,0.0,0.0116,0.0749,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.262471,0.8767369999999999,-0.320488
514,914,1.4333,0.0,0.0,0.0115,0.0756,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.261018,0.8770359999999999,-0.31942400000000004
515,915,1.4332,0.0,0.0,0.0114,0.0763,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.25956500000000005,0.877335,-0.31836
516,916,1.4332,0.0,0.0,0.0113,0.0779,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.258112,0.8776339999999999,-0.317296
517,917,1.4332,0.0,0.0,0.0112,0.0809,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.256659,0.8779330000000001,-0.31623199999999996
518,918,1.4331,0.0,0.0,0.0111,0.0829,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.255206,0.878232,-0.315168
519,919,1.4331,0.0,0.0,0.011,0.0841,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.253753,0.8785310000000001,-0.314104
520,920,1.4331,0.0,0.0,0.0109,0.0853,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.2523,0.87883,-0.31304
521,921,1.433,0.0,0.0,0.0108,0.088,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.25079100000000004,0.8791420000000001,-0.31221
522,922,1.433,0.0,0.0,0.0107,0.0927,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.24928200000000003,0.8794540000000001,-0.31138
523,923,1.4329,0.0,0.0,0.0106,0.0958,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.24777300000000002,0.879766,-0.31055
524,924,1.4329,0.0,0.0,0.0105,0.0982,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.24626400000000004,0.8800779999999999,-0.30972
525,925,1.4329,0.0,0.0,0.0104,0.101,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.244755,0.88039,-0.30889
526,926,1.4328,0.0,0.0,0.0103,0.104,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.24324600000000002,0.8807020000000001,-0.30806
527,927,1.4328,0.0,0.0,0.0102,0.107,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.24173700000000004,0.881014,-0.30723
528,928,1.4327,0.0,0.0,0.0101,0.111,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.240228,0.881326,-0.3064
529,929,1.4327,0.0,0.0,0.00998,0.119,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.23871900000000001,0.8816379999999999,-0.30557
530,930,1.4327,0.0,0.0,0.00988,0.125,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.23721,0.88195,-0.30474
531,931,1.4326,0.0,0.0,0.00979,0.128,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.235713,0.88226,-0.303989
532,932,1.4326,0.0,0.0,0.00969,0.133,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.23421600000000004,0.8825700000000001,-0.303238
533,933,1.4325,0.0,0.0,0.0096,0.137,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.232719,0.8828799999999999,-0.302487
534,934,1.4325,0.0,0.0,0.0095,0.141,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.231222,0.88319,-0.301736
535,935,1.4324,0.0,0.0,0.0094,0.147,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.229725,0.8835,-0.300985
536,936,1.4324,0.0,0.0,0.00931,0.156,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.228228,0.88381,-0.300234
537,937,1.4324,0.0,0.0,0.00921,0.164,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.22673100000000002,0.88412,-0.299483
538,938,1.4323,0.0,0.0,0.00912,0.169,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.225234,0.8844299999999999,-0.298732
539,939,1.4323,0.0,0.0,0.00903,0.173,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.223737,0.8847400000000001,-0.297981
540,940,1.4322,0.0,0.0,0.00893,0.182,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.22224,0.88505,-0.29723
541,941,1.4322,0.0,0.0,0.00884,0.196,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.220732,0.885356,-0.296519
542,942,1.4322,0.0,0.0,0.00874,0.205,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.219224,0.885662,-0.295808
543,943,1.4321,0.0,0.0,0.00865,0.211,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.217716,0.8859679999999999,-0.295097
544,944,1.4321,0.0,0.0,0.00856,0.219,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.216208,0.886274,-0.294386
545,945,1.432,0.0,0.0,0.00846,0.229,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.2147,0.8865799999999999,-0.293675
546,946,1.432,0.0,0.0,0.00837,0.239,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.213192,0.886886,-0.292964
547,947,1.432,0.0,0.0,0.00828,0.247,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.211684,0.887192,-0.292253
548,948,1.4319,0.0,0.0,0.00819,0.254,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.210176,0.887498,-0.29154199999999997
549,949,1.4319,0.0,0.0,0.0081,0.27,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.20866800000000002,0.8878039999999999,-0.290831
550,950,1.4318,0.0,0.0,0.008,0.298,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.20716,0.88811,-0.29012
551,951,1.4318,0.0,0.0,0.00791,0.315,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.20557300000000003,0.888412,-0.289675
552,952,1.4317,0.0,0.0,0.00782,0.327,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.203986,0.888714,-0.28923
553,953,1.4317,0.0,0.0,0.00773,0.344,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.202399,0.8890159999999999,-0.28878499999999996
554,954,1.4316,0.0,0.0,0.00764,0.362,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.200812,0.8893179999999999,-0.28834
555,955,1.4316,0.0,0.0,0.00755,0.379,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.19922499999999999,0.88962,-0.287895
556,956,1.4316,0.0,0.0,0.00746,0.393,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.19763799999999998,0.889922,-0.28745
557,957,1.4315,0.0,0.0,0.00737,0.407,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.196051,0.890224,-0.287005
558,958,1.4315,0.0,0.0,0.00728,0.418,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.194464,0.8905259999999999,-0.28656
559,959,1.4314,0.0,0.0,0.0072,0.427,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.19287699999999997,0.890828,-0.28611499999999995
560,960,1.4313,0.0,0.0,0.00711,0.439,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.19129,0.89113,-0.28567
561,961,1.4313,0.0,0.0,0.00702,0.454,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.189708,0.891444,-0.28529
562,962,1.4312,0.0,0.0,0.00693,0.461,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.18812600000000002,0.891758,-0.28491
563,963,1.4312,0.0,0.0,0.00684,0.463,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.186544,0.892072,-0.28452999999999995
564,964,1.4311,0.0,0.0,0.00676,0.466,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.184962,0.892386,-0.28415
565,965,1.4311,0.0,0.0,0.00667,0.47,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.18338,0.8927,-0.28376999999999997
566,966,1.431,0.0,0.0,0.00659,0.473,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.181798,0.893014,-0.28339
567,967,1.431,0.0,0.0,0.0065,0.476,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.180216,0.8933280000000001,-0.28301
568,968,1.4309,0.0,0.0,0.00641,0.477,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.178634,0.893642,-0.28263
569,969,1.4309,0.0,0.0,0.00633,0.479,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.177052,0.893956,-0.28225
570,970,1.4308,0.0,0.0,0.00624,0.48,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.17547,0.89427,-0.28187
571,971,1.4307,0.0,0.0,0.00616,0.481,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.17416399999999999,0.894555,-0.28098999999999996
572,972,1.4307,0.0,0.0,0.00608,0.483,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.172858,0.8948400000000001,-0.28011
573,973,1.4306,0.0,0.0,0.00599,0.484,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.17155199999999998,0.895125,-0.27923
574,974,1.4306,0.0,0.0,0.00591,0.486,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.170246,0.89541,-0.27835
575,975,1.4305,0.0,0.0,0.00583,0.487,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.16893999999999998,0.895695,-0.27747
576,976,1.4304,0.0,0.0,0.00575,0.487,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.167634,0.89598,-0.27659
577,977,1.4304,0.0,0.0,0.00566,0.486,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.166328,0.8962650000000001,-0.27571
578,978,1.4303,0.0,0.0,0.00558,0.486,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.165022,0.8965500000000001,-0.27482999999999996
579,979,1.4302,0.0,0.0,0.0055,0.484,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.16371599999999997,0.896835,-0.27394999999999997
580,980,1.4302,0.0,0.0,0.00542,0.482,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.16241,0.89712,-0.27307
581,981,1.4301,0.0,0.0,0.00534,0.48,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.160745,0.897431,-0.273312
582,982,1.43,0.0,0.0,0.00526,0.479,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.15908000000000003,0.8977420000000002,-0.27355399999999996
583,983,1.43,0.0,0.0,0.00518,0.476,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.157415,0.898053,-0.273796
584,984,1.4299,0.0,0.0,0.0051,0.474,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.15575,0.8983639999999999,-0.274038
585,985,1.4298,0.0,0.0,0.00502,0.471,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.154085,0.898675,-0.27427999999999997
586,986,1.4298,0.0,0.0,0.00495,0.468,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.68222,0.0,0.15242,0.8989860000000001,-0.274522
